time,values
0.061706171,-12.73645201
0.061806181,-12.653752
0.061906191,-12.56058549
0.062006201,-12.45709409
0.062106211,-12.34344231
0.062206221,-12.21981681
0.062306231,-12.08642551
0.062406241,-11.94349677
0.062506251,-11.79127832
0.062606261,-11.63003632
0.062706271,-11.46005423
0.062806281,-11.28163173
0.062906291,-11.09508349
0.063006301,-10.90073802
0.063106311,-10.69893638
0.063206321,-10.49003094
0.063306331,-10.27438403
0.063406341,-10.05236667
0.063506351,-9.824357183
0.063606361,-9.590739889
0.063706371,-9.351903714
0.063806381,-9.108240851
0.063906391,-8.860145406
0.064006401,-8.608012049
0.064106411,-8.352234689
0.064206421,-8.093205163
0.064306431,-7.831311947
0.064406441,-7.566938897
0.064506451,-7.300464025
0.064606461,-7.032258305
0.064706471,-6.762684524
0.064806481,-6.492096184
0.064906491,-6.220836437
0.065006501,-5.94923709
0.065106511,-5.677617653
0.065206521,-5.406284451
0.065306531,-5.135529799
0.065406541,-4.865631234
0.065506551,-4.596850828
0.065606561,-4.329434552
0.065706571,-4.063611724
0.065806581,-3.799594526
0.065906591,-3.537577593
0.066006601,-3.277737674
0.066106611,-3.02023338
0.066206621,-2.76520499
0.066306631,-2.512774351
0.066406641,-2.263044842
0.066506651,-2.01610142
0.066606661,-1.772010734
0.066706671,-1.53082132
0.066806681,-1.292563865
0.066906691,-1.057251543
0.067006701,-0.824880419
0.067106711,-0.595429919
0.067206721,-0.368863369
0.067306731,-0.145128593
0.067406741,0.075841429
0.067506751,0.294127845
0.067606761,0.509825168
0.067706771,0.723040451
0.067806781,0.933892428
0.067906791,1.142510608
0.068006801,1.349034326
0.068106811,1.553611767
0.068206821,1.756398954
0.068306831,1.957558713
0.068406841,2.157259614
0.068506851,2.355674897
0.068606861,2.552981383
0.068706871,2.749358377
0.068806881,2.944986567
0.068906891,3.140046927
0.069006901,3.33471962
0.069106911,3.529182912
0.069206921,3.723612105
0.069306931,3.91817848
0.069406941,4.113048271
0.069506951,4.30838166
0.069606961,4.504331809
0.069706971,4.701043916
0.069806981,4.898654324
0.069906991,5.097289665
0.070007001,5.297066043
0.070107011,5.498088282
0.070207021,5.700449213
0.070307031,5.904229021
0.070407041,6.109494648
0.070507051,6.31629926
0.070607061,6.524681772
0.070707071,6.734666437
0.070807081,6.946262507
0.070907091,7.15946395
0.071007101,7.374249247
0.071107111,7.590581252
0.071207121,7.808407122
0.071307131,8.02765832
0.071407141,8.248250682
0.071507151,8.470084563
0.071607161,8.693045046
0.071707171,8.917002216
0.071807181,9.141811515
0.071907191,9.367314148
0.072007201,9.59333756
0.072107211,9.81969598
0.072207221,10.04619102
0.072307231,10.27261232
0.072407241,10.4987383
0.072507251,10.72433687
0.072607261,10.9491663
0.072707271,11.17297605
0.072807281,11.39550769
0.072907291,11.61649582
0.073007301,11.83566912
0.073107311,12.05275128
0.073207321,12.26746207
0.073307331,12.47951846
0.073407341,12.6886356
0.073507351,12.89452802
0.073607361,13.09691067
0.073707371,13.29550008
0.073807381,13.49001545
0.073907391,13.68017978
0.074007401,13.86572099
0.074107411,14.04637298
0.074207421,14.22187674
0.074307431,14.39198141
0.074407441,14.55644529
0.074507451,14.7150369
0.074607461,14.86753586
0.074707471,15.01373393
0.074807481,15.15343582
0.074907491,15.28646011
0.075007501,15.41263998
0.075107511,15.531824
0.075207521,15.64387682
0.075307531,15.74867981
0.075407541,15.84613161
0.075507551,15.93614865
0.075607561,16.01866561
0.075707571,16.09363577
0.075807581,16.16103136
0.075907591,16.22084373
0.076007601,16.27308357
0.076107611,16.31778098
0.076207621,16.35498545
0.076307631,16.38476586
0.076407641,16.4072103
0.076507651,16.42242588
0.076607661,16.43053842
0.076707671,16.43169212
0.076807681,16.42604909
0.076907691,16.4137889
0.077007701,16.39510795
0.077107711,16.37021884
0.077207721,16.33934969
0.077307731,16.30274334
0.077407741,16.26065652
0.077507751,16.21335893
0.077607761,16.16113235
0.077707771,16.10426958
0.077807781,16.04307344
0.077907791,15.97785562
0.078007801,15.90893558
0.078107811,15.83663938
0.078207821,15.76129845
0.078307831,15.68324837
0.078407841,15.60282761
0.078507851,15.52037623
0.078607861,15.43623464
0.078707871,15.35074224
0.078807881,15.26423614
0.078907891,15.17704985
0.079007901,15.08951197
0.079107911,15.00194492
0.079207921,14.91466362
0.079307931,14.82797426
0.079407941,14.74217307
0.079507951,14.65754509
0.079607961,14.57436301
0.079707971,14.49288605
0.079807981,14.41335886
0.079907991,14.33601044
0.080008001,14.26105322
0.080108011,14.18868207
0.080208021,14.11907343
0.080308031,14.05238451
0.080408041,13.98875252
0.080508051,13.92829403
0.080608061,13.87110431
0.080708071,13.81725684
0.080808081,13.76680284
0.080908091,13.71977091
0.081008101,13.67616669
0.081108111,13.63597272
0.081208121,13.59914828
0.081308131,13.56562933
0.081408141,13.53532859
0.081508151,13.50813568
0.081608161,13.48391729
0.081708171,13.46251755
0.081808181,13.44375838
0.081908191,13.42744001
0.082008201,13.41334147
0.082108211,13.40122132
0.082208221,13.39081832
0.082308231,13.38185227
0.082408241,13.37402485
0.082508251,13.36702063
0.082608261,13.36050803
0.082708271,13.35414049
0.082808281,13.34755754
0.082908291,13.34038611
0.083008301,13.33224173
0.083108311,13.3227299
0.083208321,13.31144745
0.083308331,13.29798396
0.083408341,13.28192323
0.083508351,13.26284473
0.083608361,13.24032519
0.083708371,13.21394008
0.083808381,13.18326518
0.083908391,13.14787821
0.084008401,13.10736035
0.084108411,13.06129784
0.084208421,13.00928358
0.084308431,12.95091869
0.084408441,12.88581408
0.084508451,12.81359195
0.084608461,12.73388733
0.084708471,12.64634959
0.084808481,12.55064382
0.084908491,12.44645227
0.085008501,12.3334757
0.085108511,12.21143471
0.085208521,12.08007093
0.085308531,11.93914825
0.085408541,11.78845395
0.085508551,11.62779971
0.085608561,11.45702262
0.085708571,11.27598608
0.085808581,11.08458058
0.085908591,10.8827245
0.086008601,10.6703647
0.086108611,10.44747709
0.086208621,10.21406712
0.086308631,9.970170126
0.086408641,9.715851595
0.086508651,9.451207364
0.086608661,9.176363679
0.086708671,8.891477178
0.086808681,8.596734761
0.086908691,8.292353373
0.087008701,7.978579671
0.087108711,7.655689603
0.087208721,7.323987884
0.087308731,6.983807372
0.087408741,6.635508357
0.087508751,6.279477741
0.087608761,5.916128141
0.087708771,5.545896897
0.087808781,5.169244988
0.087908791,4.786655873
0.088008801,4.398634252
0.088108811,4.005704741
0.088208821,3.608410491
0.088308831,3.207311722
0.088408841,2.80298421
0.088508851,2.396017701
0.088608861,1.987014285
0.088708871,1.57658671
0.088808881,1.165356663
0.088908891,0.753953003
0.089008901,0.343009974
0.089108911,-0.066834616
0.089208921,-0.474941235
0.089308931,-0.88067048
0.089408941,-1.283384937
0.089508951,-1.682451044
0.089608961,-2.077240953
0.089708971,-2.467134377
0.089808981,-2.851520422
0.089908991,-3.2297994
0.090009001,-3.601384609
0.090109011,-3.965704082
0.090209021,-4.322202296
0.090309031,-4.670341833
0.090409041,-5.009604991
0.090509051,-5.33949534
0.090609061,-5.659539213
0.090709071,-5.96928713
0.090809081,-6.268315157
0.090909091,-6.556226177
0.091009101,-6.832651092
0.091109111,-7.097249931
0.091209121,-7.349712878
0.091309131,-7.589761198
0.091409141,-7.817148077
0.091509151,-8.031659357
0.091609161,-8.233114176
0.091709171,-8.421365498
0.091809181,-8.596300543
0.091909191,-8.75784111
0.092009201,-8.90594379
0.092109211,-9.040600073
0.092209221,-9.16183634
0.092309231,-9.269713756
0.092409241,-9.36432804
0.092509251,-9.445809141
0.092609261,-9.514320793
0.092709271,-9.570059975
0.092809281,-9.613256255
0.092909291,-9.644171044
0.093009301,-9.663096736
0.093109311,-9.670355761
0.093209321,-9.666299537
0.093309331,-9.651307335
0.093409341,-9.625785049
0.093509351,-9.590163892
0.093609361,-9.544899004
0.093709371,-9.490467988
0.093809381,-9.427369375
0.093909391,-9.356121026
0.094009401,-9.277258464
0.094109411,-9.191333168
0.094209421,-9.098910798
0.094309431,-9.000569392
0.094409441,-8.896897513
0.094509451,-8.788492376
0.094609461,-8.675957938
0.094709471,-8.559902972
0.094809481,-8.440939136
0.094909491,-8.319679021
0.095009501,-8.196734205
0.095109511,-8.072713317
0.095209521,-7.948220106
0.095309531,-7.823851529
0.095409541,-7.700195869
0.095509551,-7.577830874
0.095609561,-7.457321945
0.095709571,-7.339220353
0.095809581,-7.224061515
0.095909591,-7.11236332
0.096009601,-7.004624509
0.096109611,-6.901323131
0.096209621,-6.802915059
0.096309631,-6.70983258
0.096409641,-6.622483073
0.096509651,-6.541247761
0.096609661,-6.466480555
0.096709671,-6.398506983
0.096809681,-6.337623222
0.096909691,-6.284095222
0.097009701,-6.238157927
0.097109711,-6.200014606
0.097209721,-6.16983628
0.097309731,-6.147761266
0.097409741,-6.133894818
0.097509751,-6.12830888
0.097609761,-6.131041953
0.097709771,-6.142099067
0.097809781,-6.161451862
0.097909791,-6.189038781
0.098009801,-6.224765368
0.098109811,-6.268504679
0.098209821,-6.320097789
0.098309831,-6.379354416
0.098409841,-6.446053631
0.098509851,-6.519944681
0.098609861,-6.6007479
0.098709871,-6.688155717
0.098809881,-6.781833749
0.098909891,-6.881421985
0.099009901,-6.986536051
0.099109911,-7.096768545
0.099209921,-7.211690457
0.099309931,-7.330852648
0.099409941,-7.453787393
0.099509951,-7.580009988
0.099609961,-7.709020399
0.099709971,-7.840304969
0.099809981,-7.973338158
0.099909991,-8.10758432
0.100010001,-8.242499514
0.100110011,-8.377533331
0.100210021,-8.512130745
0.100310031,-8.645733967
0.100410041,-8.777784316
0.100510051,-8.907724074
0.100610061,-9.034998346
0.100710071,-9.159056898
0.100810081,-9.279355982
0.100910091,-9.395360131
0.101010101,-9.506543923
0.101110111,-9.61239371
0.101210121,-9.7124093
0.101310131,-9.8061056
0.101410141,-9.89301419
0.101510151,-9.972684857
0.101610161,-10.04468705
0.101710171,-10.10861127
0.101810181,-10.16407039
0.101910191,-10.21070093
0.102010201,-10.24816415
0.102110211,-10.27614722
0.102210221,-10.29436412
0.102310231,-10.3025566
0.102410241,-10.30049499
0.102510251,-10.28797886
0.102610261,-10.26483769
0.102710271,-10.23093137
0.102810281,-10.18615059
0.102910291,-10.13041717
0.103010301,-10.06368429
0.103110311,-9.985936562
0.103210321,-9.897190065
0.103310331,-9.797492231
0.103410341,-9.686921651
0.103510351,-9.565587778
0.103610361,-9.433630526
0.103710371,-9.291219776
0.103810381,-9.138554787
0.103910391,-8.975863509
0.104010401,-8.803401811
0.104110411,-8.621452616
0.104210421,-8.430324962
0.104310431,-8.23035297
0.104410441,-8.021894743
0.104510451,-7.805331192
0.104610461,-7.581064789
0.104710471,-7.34951826
0.104810481,-7.11113322
0.104910491,-6.866368745
0.105010501,-6.615699908
0.105110511,-6.359616257
0.105210521,-6.098620265
0.105310531,-5.833225739
0.105410541,-5.563956203
0.105510551,-5.291343263
0.105610561,-5.015924949
0.105710571,-4.738244046
0.105810581,-4.458846429
0.105910591,-4.178279383
0.106010601,-3.89708994
0.106110611,-3.615823228
0.106210621,-3.335020827
0.106310631,-3.055219158
0.106410641,-2.776947892
0.106510651,-2.500728401
0.106610661,-2.227072235
0.106710671,-1.956479653
0.106810681,-1.689438198
0.106910691,-1.426421317
0.107010701,-1.167887055
0.107110711,-0.914276788
0.107210721,-0.666014043
0.107310731,-0.423503366
0.107410741,-0.187129278
0.107510751,0.042744705
0.107610761,0.265776966
0.107710771,0.481648607
0.107810781,0.690064181
0.107910791,0.890752346
0.108010801,1.083466424
0.108110811,1.267984879
0.108210821,1.444111703
0.108310831,1.611676713
0.108410841,1.770535761
0.108510851,1.920570847
0.108610861,2.06169015
0.108710871,2.193827965
0.108810881,2.316944553
0.108910891,2.431025902
0.109010901,2.536083408
0.109110911,2.632153464
0.109210921,2.719296971
0.109310931,2.797598772
0.109410941,2.867167006
0.109510951,2.928132383
0.109610961,2.9806474
0.109710971,3.024885481
0.109810981,3.06104005
0.109910991,3.089323553
0.110011001,3.109966418
0.110111011,3.123215961
0.110211021,3.129335251
0.110311031,3.128601925
0.110411041,3.121306967
0.110511051,3.107753455
0.110611061,3.088255273
0.110711071,3.063135807
0.110811081,3.032726613
0.110911091,2.99736608
0.111011101,2.957398074
0.111111111,2.913170582
0.111211121,2.865034363
0.111311131,2.813341593
0.111411141,2.758444529
0.111511151,2.700694186
0.111611161,2.640439035
0.111711171,2.578023726
0.111811181,2.513787838
